PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision,RunValue,Stuff+,xBA,xWOBA
231,06/21/2025,8:27:17 PM,4,1,Logan Barnett,,Right,Normal cornbelters,Asa Martinez,,Right,Danville dans 2025,,7,Top,2,0,0,Fastball,,InPlay,,GroundBall,Out,1.0,0.0,,85.58882829067676,-1.3782580225487102,-3.4547402776751364,2046.9859131327592,212.0872653169458,1:00,5.925946755104016,2.842771766338679,6.000000192000004,-25.763030316996485,13.172856948157936,5.211839368002276,2.495503502358815,-0.0623811473385181,76.80492663856874,-6.246896129731883,-2.466839602337364,0.4491036247766424,85.99342027574846,-12.798722861563911,-44.065728710230246,,77.66966031136022,-77.89367025049243,16.662187421601676,12.869115101431024,,-36.76571163187751,0.0898256593674802,-3.998371874899177,7.597522404221912,-2.5640417452611115,49.99999999999994,5.798547605205101,7.333737177564175,-124.15003753526209,-3.789163659202892,-6.106819932107597,29.817895841377943,-20.57015112322724,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,5bf5cda0-f3a6-40ac-be92-be8474dff972,85.83875100040322,5.925207669209342,2.847521644313367,-1.37078160281411,-3.5116220250116834,77.00749812684356,2.49693930012669,0.058754214195576,-6.223805870346807,-2.521882081665176,0.4489062105270933,5.748054439234421,11.72529262684738,-56.04369844034844,70.78798161981106,1143.3653561537938,-1697.900760030239,55.85604418762015,-0.4732347544987883,-0.829463822460668,-0.2967130505444762,-58.32102628995314,60.254706632382806,-19.04984388003178,-0.1079699081939572,2.467717679193792,2.6097479677938167,-7.702735459863562,10.309315686758286,,,,,,,,,0.9926207886769476,0.0,,45.320553627709934,medium,high,26.29081654217012,84.40127098936799,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,-1,0.0,93.13355255126953,0.25,0.233
232,06/21/2025,8:29:38 PM,1,1,Dylan King,,Right,Danville dans 2025,Jack Novak,,Right,Normal cornbelters,,7,Bottom,0,0,0,Fastball,,BallCalled,,,,,,,93.6204120363884,-0.8215516667003901,-2.239989345312776,,,,4.543063936679918,1.1577878884135129,6.000000192000004,,,,1.217321448776409,0.9251053346341896,83.89973771125997,-6.639363457452716,-2.239989345312823,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,d07d062e-561d-486e-9c2a-9550b5be2a5d,93.8737143816307,4.537860242710466,1.157787888413513,-0.7600909231860405,-2.239989345312797,84.09747386276335,1.2220620158198685,-0.9251053346341848,-6.567252215667627,-2.2399893453128,0.4105125194097562,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,,0.0,
233,06/21/2025,8:29:50 PM,1,3,Dylan King,,Right,Danville dans 2025,Jack Novak,,Right,Normal cornbelters,,7,Bottom,0,2,0,Fastball,,BallCalled,,,,,,,94.14345759552822,-1.5984419221308823,-1.1438028125015784,,,,4.866842419742204,0.5732372899487547,6.000000192000004,,,,0.8486820526266646,0.489947047396067,84.4672149398866,-7.341735064497445,-1.1438028125015758,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,9265d985-9a39-495a-a08c-0bc55f2e04e6,94.39509837965817,4.861735928271112,0.5732372899487534,-1.5377526983495389,-1.1438028125015762,84.66445103602447,0.8533763648628375,-0.4899470473960666,-7.270545380950831,-1.143802812501576,0.4081283930607606,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,,0.0,
234,06/21/2025,8:30:34 PM,1,2,Dylan King,,Right,Danville dans 2025,Jack Novak,,Right,Normal cornbelters,,7,Bottom,0,1,0,Curveball,,BallCalled,,,,,,,63.55140137764394,20.73509396745853,-0.5447119531427385,,,,-12.467419414957178,-1.3051454900649293,6.000000192000004,,,,1.335150021827295,1.8114125861204304,53.1339425545197,7.1036437444958604,-0.5447119531427097,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,a4369851-5d04-4dfc-948c-3959617eb6b0,63.84980333876453,-12.48044385519344,-1.3051454900649364,20.868419608898066,-0.5447119531427213,53.33331718895843,1.347101972347262,-1.811412586120433,7.291738570014769,-0.5447119531427209,0.6470732337117404,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Curveball,Breaking,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,,0.0,
235,06/21/2025,8:30:50 PM,1,3,Dylan King,,Right,Danville dans 2025,Jack Novak,,Right,Normal cornbelters,,7,Bottom,0,2,0,Fastball,,StrikeCalled,,,,,,,93.65570653381836,-2.1460110294761705,-2.64555640470298,2210.131049940359,204.2618132824645,12:45,5.955211901715487,2.4601286022064706,6.000000192000004,-11.825574658372044,20.629443245556185,8.131298373490527,2.972196007208445,-0.677224589394581,83.86667564562839,-4.385928817912636,-1.1029293338435426,0.4100269936751102,,,,,,,,,,,,-5.289146405497064,11.881064585706309,-2.249193271174208,50.0,5.773290493190863,6.004365512492055,-135.9103254380518,-5.499109947064713,-9.694652586419208,35.357530814311566,-10.396850642230795,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,1eb47d03-fc46-4c61-96c2-d7fc48d7d498,93.92081026224416,5.958834261423911,2.4641850106869656,-2.189959551404133,-2.693656419906627,84.08570476915087,2.970013765025662,0.6740670784116303,-4.417861951508728,-1.1508524961139426,0.4098516422609642,8.582343830658703,19.936953088787728,-14.92340989232861,88.38496034458673,2135.585404546187,-569.1697794153978,96.62709388223004,-0.8809273210683864,-0.257527615582233,-0.3970473299341097,,,,,,,,,,,,,,,,,0.9385862687386324,0.0,,,medium,high,10.453535689872096,-13.146590885448305,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,105.96755981445312,0.0,
236,06/21/2025,8:31:02 PM,1,4,Dylan King,,Right,Danville dans 2025,Jack Novak,,Right,Normal cornbelters,,7,Bottom,0,2,1,Fastball,,InPlay,,GroundBall,Single,0.0,0.0,,95.02365833107952,-2.9184454036942737,-2.0641862803770223,2200.2601973324004,202.56140778266428,12:45,6.017567811511905,1.7669095017049763,6.000000192000004,-10.786694671630288,20.739845457045966,7.521719609608927,2.402180902494397,-0.4744473961291228,85.1698676804461,-4.958418834266297,-0.6367631228806148,0.4041193803079624,92.41140810917716,-7.708584720310204,-20.93188790574965,,39.249333111194574,-102.75937840569529,7.769770106628746,17.060963603065083,,-21.108174718386355,0.1108967993455846,-4.760381170575484,12.196390691602874,-1.6030583090004047,49.99999999999998,5.773235822316551,4.710653523136815,-137.87476407809783,-7.404479157837207,-8.983366285028303,36.26728335009627,-9.158110102999949,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,12840983-fb73-4eff-a87c-d7e3ba1be588,95.28906350857358,6.0212958927431455,1.7705958307974234,-2.963716854285769,-2.1080739698839523,85.39065819625945,2.399843198253392,0.4715273031467514,-4.992433927278033,-0.6807260097335468,0.4039481363262646,7.932559288819921,20.106284024601223,-13.601479140619231,75.56098290137263,2138.553744662139,-517.4290455287153,97.1954929355594,-0.8975701048597846,-0.2351672071130711,-0.3729132493766256,-32.7163531109364,85.53279109333073,-12.39557322700551,-0.6869403506457887,2.2277865686836456,2.329883005396818,-6.144163360280726,15.91620983988636,,,,,,,,,0.9875681785627448,0.0,,50.39178615080052,medium,high,21.995115388764667,-2.947589848888801,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,-1,0.891,108.14566040039062,0.5,0.31185
237,06/21/2025,8:31:46 PM,2,1,Dylan King,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,7,Bottom,0,0,0,Fastball,,Foul,,,,,,,93.68831858434136,-2.5506003966276816,-0.6917972785563368,2280.5103262205985,199.45371553358189,12:45,5.969555819573768,0.7712083429243906,6.000000192000004,-11.001676284551351,21.39456972663978,6.578739307109083,2.680497496611163,-0.6764533861291675,83.94588376026458,-4.632017345847979,0.5578511844949233,0.4096555721882919,,,,,,,,,,,,-3.791980780404038,12.433977482235669,-0.7186656716894119,49.999999999999964,5.755273656892913,1.4196402196012494,-136.0503894028741,-6.434059657729309,-6.96250442234848,35.51937633107743,-9.343864460899496,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,75fe0b9b-da89-4e53-95e7-0766c190fd15,93.95397310916108,5.9735403073847575,0.7745774351146133,-2.5986455564515087,-0.7316055575726953,84.16558472295613,2.678046713366113,0.6738363877002543,-4.6679086376776855,0.5183070063537016,0.4094779175749476,6.950945480083857,20.72921693900608,-14.419050212402746,84.22132269294774,2208.675209663643,-567.87425211577,96.85004203966902,-0.9132095431224592,-0.24901191877385,-0.3225544832406375,,,,,,,,,,,,,,,,,0.9818158994852074,0.0,,,medium,high,14.200809576347048,62.48732203640876,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,112.505126953125,0.0,
238,06/21/2025,8:32:13 PM,2,2,Dylan King,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,7,Bottom,0,0,1,Curveball,,StrikeCalled,,,,,,,81.45842188491225,1.802778433626234,-1.832434484764824,2377.6016287188286,38.11918206148056,7:15,5.154652888093108,2.164042033506272,6.000000192000004,-51.45280534139155,-8.294574677260982,-10.03757689999282,2.5438204352901224,0.3760566615020317,73.05221959775164,-7.94088338158928,-3.742176921242173,0.4728281650492679,,,,,,,,,,,,4.777670200743962,-5.14707679472115,-2.0089562131546748,49.99999999999994,5.272019347995169,4.076618459739573,-118.23358086257774,2.216333560117136,6.572003689436508,28.472365298558213,-39.25419665840635,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,b169b257-4b41-429c-b2cb-777e49c542eb,81.63312092987928,5.141474039595059,2.164378212864528,1.958830079181903,-1.8368784968406773,73.16007446883654,2.554609224419831,-0.3760577788611408,-7.780062366052627,-3.7418518922064057,0.472679240575738,-9.992010769285796,-11.492926730651178,-50.3205865228891,20.838347782758312,1518.078009419841,-1829.8712146493583,63.84913229714845,0.5023192571540281,-0.7696290213408817,0.3941402458543175,,,,,,,,,,,,,,,,,0.6534110260672861,0.0,,,medium,high,71.2454869955175,30.969816116462063,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Curveball,Breaking,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,120.19913482666016,0.0,
239,06/21/2025,8:32:38 PM,2,3,Dylan King,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,7,Bottom,0,0,2,Curveball,,BallCalled,,,,,1.0,,82.60731471547425,-2.893702980443693,-5.86874629184915,,,,6.110375483645028,2.639864631429906,6.000000192000004,,,,0.0754454176507911,2.833666643071161,74.5839412692671,-10.351944877369563,-5.868746291849192,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,6e131230-e5ee-4632-a610-8c1c4c8809f7,82.82160229804305,6.103565821097184,2.639864631429918,-2.81381469259182,-5.868746291849172,74.74379196595294,0.0812585875708511,-2.8336666430711523,-10.260243621108902,-5.868746291849172,0.4681264452949508,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Curveball,Breaking,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,,0.0,
240,06/21/2025,8:33:16 PM,2,4,Dylan King,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,7,Bottom,0,1,2,Fastball,,BallCalled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,4449cc26-3811-46f4-b471-81ca51af6c3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asa Martinez,,Danville dans 2025,2019-02,Other,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,,0.0,
241,06/21/2025,8:33:29 PM,2,5,Dylan King,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,7,Bottom,0,2,2,Curveball,,Foul,,,,,,,82.15504056001133,1.1924079411240147,-1.0299764614384628,2270.085841491891,37.07769495021321,7:15,5.394051762579135,1.5901035172388107,6.000000192000004,-49.78020065380523,-7.427271503589154,-8.977421404962534,2.3542570297370458,0.1153717052542721,73.74642227519446,-8.232174825428526,-2.739715360095365,0.46839607621569,,,,,,,,,,,,4.494335927680911,-4.453366318294841,-1.5010307306227026,50.00000000000003,5.46255461348402,2.410752325332417,-119.32454449485031,1.0119450146224298,6.3007468093954495,28.87286968694345,-38.417359848645226,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,a70ac630-810e-444c-9f89-7ba85461d842,82.33658740762966,5.381384566507238,1.5909529497531636,1.34083448764999,-1.040418206737442,73.86097192856927,2.364440669283624,-0.1157473572542183,-8.07990376969325,-2.7450571636558423,0.4682416681137367,-8.875630496418022,-10.506413035136465,-54.65934962253188,38.055464906888616,1313.100526143749,-1851.771242886917,57.84365076171678,0.4614874597489461,-0.8157274095282407,0.3487378927487098,,,,,,,,,,,,,,,,,0.9956951986725024,0.0,,,medium,high,124.24991841619976,1.3561433183272096,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Curveball,Breaking,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,119.23943328857422,0.0,
242,06/21/2025,8:33:46 PM,2,6,Dylan King,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,7,Bottom,0,2,2,Fastball,,Foul,,,,,,,93.98837970242104,-3.1485405911492004,-2.150418917430528,2181.6640856596096,208.8030105140746,1:00,6.133943221053755,2.1679426549813554,6.000000192000004,-12.25197958330066,19.981889778765755,9.64717124332885,2.18169778978819,-0.9723489348402948,84.30620215794929,-5.463409101144317,-0.3197998841143051,0.4086276435244662,,,,,,,,,,,,-5.936594099003124,11.86057645016393,-1.99829097407541,50.00000000000004,5.869938994045209,4.7912861446968105,-136.33871277746937,-7.921750612595756,-10.957944354839302,35.38464037920407,-10.281440020687452,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,01d46b56-f86f-46b6-92a1-789313a25d86,94.24863945995288,6.13722526166525,2.172621237592671,-3.1881887449937336,-2.2057950341665187,84.52044439979967,2.179776726331097,0.9687290010850006,-5.491471835650685,-0.3748920885381289,0.4084571613150791,10.166076997565677,19.283405526963502,-11.383516270561474,63.12093389879168,2138.746387148489,-430.6066350118919,98.03279987999872,-0.8590431577856398,-0.1973753144869235,-0.4723217529321132,,,,,,,,,,,,,,,,,0.980067947261468,0.0,,,medium,high,33.1911594910875,-45.39030976504467,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,104.09539794921875,0.0,
243,06/21/2025,8:34:06 PM,2,7,Dylan King,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,7,Bottom,0,2,2,Curveball,,BallCalled,,,,,,,83.72857129009003,2.1831372487863008,-3.7486237898439416,2236.288892542018,49.67232886370553,7:45,5.155223493517213,2.5504495216896204,6.000000192000004,-46.39110242397767,-5.356069432386448,-11.491573324546533,3.323626993161237,1.89610845632916,74.90177200179352,-6.598300048687534,-5.92552628936635,0.4610509443430903,,,,,,,,,,,,4.863092646410486,-3.6999414254475376,-2.238064275816143,49.99999999999998,5.306847819186104,8.292223111017078,-121.29531917031144,3.240969387150204,7.034089635210956,30.15945209410421,-37.52573040393344,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,486134c2-9c19-4238-963f-cbd8da84da9f,83.92545334181499,5.143636537994474,2.549535123162445,2.3190119810825727,-3.738203955505203,75.03248660003125,3.332870105515715,-1.895181768472004,-6.456389092441824,-5.910953223708393,0.4608919172235756,-11.58618729363243,-8.327376171184099,-50.6594776914764,5.128708617131199,1417.6461557202224,-1729.5280824775523,63.39280047618383,0.4102516029038121,-0.7733920640779001,0.4832787368963981,,,,,,,,,,,,,,,,,0.9905342504778308,0.0,,,medium,high,94.61583775541808,18.18041103871852,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Curveball,Breaking,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,113.19376373291016,0.0,
244,06/21/2025,8:34:22 PM,2,8,Dylan King,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,7,Bottom,0,3,2,Fastball,,Foul,,,,,,,94.78489878291762,-2.3287375536651007,-3.789137841389184,2167.6769822481706,206.39127171075427,1:00,5.8549666800831845,2.02347301072174,6.000000192000004,-11.369218985082991,20.377148256414934,8.979743648714956,2.737281065568167,0.7549586994078185,84.87768532154803,-4.48160139910929,-2.08880074412665,0.4055258472878905,,,,,,,,,,,,-6.126018716129926,11.800778399683448,-1.7195847044181898,50.0,5.658170150790285,8.791070897433322,-137.38384984413972,-5.98886198702352,-11.481107502686388,35.94153116437929,-10.057563871484009,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,215094dd-fed8-4b2a-9d80-bb910e59fa98,95.05057152534732,5.858481224752935,2.0277537590362176,-2.3714402804029424,-3.840035953249902,85.09721620056976,2.73513462914798,-0.7583143857684012,-4.5129350257759135,-2.139658684528692,0.4053558104722511,9.458282624233616,19.722744922246623,-10.52224093561042,83.80047701832719,2131.225528674014,-395.85508118085767,98.31840934453476,-0.8807161403032034,-0.1826171908557625,-0.4370240746382033,,,,,,,,,,,,,,,,,0.8388066676453164,0.0,,,medium,high,14.579570683505516,-38.35263277611583,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,106.77728271484375,0.0,
245,06/21/2025,8:34:40 PM,2,9,Dylan King,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,7,Bottom,0,3,2,Fastball,,Foul,,,,,,,93.85765769548377,-2.681722663519151,-3.2120711345916875,2170.174023340914,205.16507482095213,12:45,5.959132667044915,2.06263081781751,6.000000192000004,-11.880670594882456,20.471272520481183,8.384590085021284,2.4709544488620416,0.227063272588795,84.11490371770482,-4.9293635960508375,-1.6231249103713914,0.4093753678524441,,,,,,,,,,,,-5.609454526870504,11.968899083960816,-1.805578877318087,50.00000000000004,5.733303675438789,7.352547678043052,-136.08778405574162,-6.787671316168501,-10.31640395366706,35.24443009181086,-10.16192750900684,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,1e05697b-b23e-4a98-8823-d3d4a314a80e,94.12069334075308,5.962612093878505,2.066734984316385,-2.7239546789668103,-3.2608081362740258,84.33340660290891,2.4688395330478974,-0.2303042196661665,-4.960011681136431,-1.671968690648532,0.4092022855362499,8.841737081564878,19.793348243466056,-14.07460561451137,83.27598292138657,2105.0251679679563,-527.7540466971025,96.99798934683297,-0.8779156312931546,-0.2431851275616329,-0.4124622868384138,,,,,,,,,,,,,,,,,0.9952533235385648,0.0,,,medium,high,15.051615370752115,-43.49301326607459,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,100.18097686767578,0.0,
246,06/21/2025,8:35:17 PM,3,1,Dylan King,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,7,Bottom,0,0,0,Curveball,,BallCalled,,,Walk,0.0,0.0,,84.24110682230128,2.4775069201159665,-3.121511162091402,2341.2328905560835,49.99847370011904,7:45,5.294954611916665,2.7365538559325806,6.000000192000004,-44.79394713036443,-4.3406186838068095,-10.101490900563029,3.869564467811892,1.00922353743304,75.29125610385177,-6.013361322058489,-5.037816149467607,0.4577713966161251,,,,,,,,,,,,4.348994498450657,-3.2460448644872444,-2.4762271664340934,49.99999999999995,5.471405175896778,6.964487872787405,-122.10322220882476,3.9356580136734336,6.382981784063297,30.27641978242891,-36.93824168779632,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,789937a2-6c51-4211-a7a6-9fb7866e77b4,84.44694774113414,5.284126203802972,2.7365076259982946,2.6052364036277327,-3.1213787152162147,75.43320239410846,3.8786438112116697,-1.008917266485325,-5.877032312710599,-5.0328754512668015,0.4576063385900813,-10.098742426446927,-7.169660109584724,-56.76323382437033,14.55796246027232,1283.2298580022891,-1958.2371100949488,54.81000472778681,0.3523231040064729,-0.8364127797768269,0.4198596101189603,,,,,,,,,,,,,,,,,0.9804626315191745,0.0,,,medium,high,103.1021662142451,-14.810687039430013,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Curveball,Breaking,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.695,112.23006439208984,0.0,
247,06/21/2025,8:36:01 PM,3,1,Dylan King,,Right,Danville dans 2025,Zach Zychowski,,Right,Normal cornbelters,,7,Bottom,0,0,0,Fastball,,StrikeCalled,,,,,,,92.63251985236266,-2.911733765419723,-4.021213018750236,2105.8087375684267,203.11374650394205,12:45,6.324742187344676,1.9833914026475084,6.000000192000004,-12.83197241090201,20.441042880441152,7.368116362582886,2.540247801956411,1.1460371935603482,83.06716046636099,-5.336053218710538,-2.627389040641233,0.4151620064846539,,,,,,,,,,,,-5.326051409442436,12.02584671758926,-1.6595790510254351,49.999999999999964,6.079337064589327,9.185195800528108,-134.169147649902,-7.270822409632901,-9.525034421388131,34.143901296895365,-10.667196736570482,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,1526e351-4023-4d9c-953f-d911b2eb85c3,92.89349615737028,6.327977672395141,1.9870817396120948,-2.951413579375007,-4.065436791633002,83.28508412902275,2.538313371063019,-1.1489851101452395,-5.363872896742392,-2.671856680190642,0.4149869942178127,7.784137267079389,19.724730437878748,-18.826886068068934,26.32110495488603,1993.1436145330133,-679.5652809449631,94.64979316376532,-0.8705200255860843,-0.3227098780726192,-0.3715551367535626,,,,,,,,,,,,,,,,,0.9812353612585084,0.0,,,medium,high,66.3110055406026,-37.65582714688632,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,104.41588592529297,0.0,
248,06/21/2025,8:36:20 PM,3,2,Dylan King,,Right,Danville dans 2025,Zach Zychowski,,Right,Normal cornbelters,,7,Bottom,0,0,1,Fastball,,Foul,,,,,,,92.1415002934115,-2.812255535005149,-2.4257490153232624,2114.1750119743983,201.5475454745221,12:45,6.144117533052481,2.0421700579143898,6.000000192000004,-13.044229981992588,20.49215684635984,6.824850384280993,2.43895876846622,-0.3550838535720818,82.63558160480451,-5.277832718722108,-1.131168461727874,0.4168018689062527,,,,,,,,,,,,-4.504007605710478,12.025612174130632,-1.8484191300175408,50.00000000000003,5.907096699394482,5.435160295571793,-133.6733212956476,-7.007259761984335,-7.990416267834916,34.05855028533779,-10.839794505032062,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,7d678f24-867e-4c1d-9177-ab73ae1dee64,92.4034637378417,6.147417101972822,2.045745195324065,-2.852186613412768,-2.467985762902501,82.85225511861097,2.4370587334179104,0.3523080263495902,-5.305323203697824,-1.1731665510514429,0.4166221468179307,7.220553754247978,19.74202831034561,-19.037539453892176,92.74354329654648,1998.5403442774705,-689.6176285103489,94.53050636574602,-0.8792406381038415,-0.3261875788922151,-0.3471852008412578,,,,,,,,,,,,,,,,,0.974787562158009,0.0,,,medium,high,6.530811033108264,-84.32806286714384,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,96.45430755615234,0.0,
